english,translate,layer
"Gwyllian, Seneschal of the Forest","Гвиллиан, Сенешаль Леса",pn_names
Istari the Inexorable,Истари Неумолимый,pn_names
Juaruadun the Flawless,Джуаруадун Безупречный,pn_names
Jubua the Wildfire,Джубуа Пожар,pn_names
Kaadsseo the Wise,Каадссео Мудрый,pn_names
Karax the Harvester,Каракс Жнец,pn_names
Kendra the Strident,Кендра Пронзительная,pn_names
"Khepri, Keeper of the Gate","Хепри, Хранитель Врат",pn_names
Klakka the Brain,Клакка Мозг,pn_names
Knaebelag the Terror,Кнебелаг Ужас,pn_names
Koptrik the giant devourer,"Коптрик, гигантский пожиратель",pn_names
Korritkir the Chucker,Корриткир Швырятель,pn_names
Kumaa the Feisty,Кумаа Задира,pn_names
Kuraii the Cruel,Кураии Жестокий,pn_names
Kyrillas the Purifier,Кириллас Очиститель,pn_names
Lenner the Eagle-Eyed,Леннер Орлиный Глаз,pn_names
Lord Ignius the Eternal,Лорд Игниус Вечный,pn_names
Loxias the Forsaken,Локсиас Покинутый,pn_names
Lucille the Fastidious,Люсиль Привередливая,pn_names
Matgar the Builder,Матгар Строитель,pn_names
Nokta the Tracker,Нокта Следопыт,pn_names
Nyle the Compassionate,Найл Сострадательный,pn_names
Oola the Ancient.,Оола Древняя.,pn_names
Oscroth the Loud,Оскрот Громкий,pn_names
Pherus the Subjugator,Ферус Поработитель,pn_names
Potoni the Massive,Потони Громадный,pn_names
Rankfur the Smolderfist,Ранкфур Тлеющий Кулак,pn_names
Razen the Raider,Разен Налётчик,pn_names
Rhendak the Crazed,Рендак Обезумевший,pn_names
Rodion the Vile,Родион Мерзкий,pn_names
Roj the Rowdy Butcher,Родж Буйный Мясник,pn_names
Ruye the Crimson,Руйе Багровый,pn_names
Sharn the Vindictive,Шарн Мстительный,pn_names
Sherog the Cruel,Шерог Жестокий,pn_names
Shurakk the Savage,Шуракк Свирепый,pn_names
Smodur the Unflinching.,Смодур Непоколебимый.,pn_names
Sotzz the Scallywag,Сотзз Прохвост,pn_names
Spooky Luka the Disbeliever,Жуткий Лука Неверующий,pn_names
Stravig the Defender,Стравиг Защитник,pn_names
Temvay the Arrogant,Темвей Надменный,pn_names
Tenad the Faithful,Тенад Верный,pn_names
Tequatl the Sunless,Текватль Бессолнечный,pn_names
Tiraeus the Everlasting,Тираэус Вечный,pn_names
Urrahn the Hunter,Урран Охотник,pn_names
Ventog the Bloodletter,Вентог Кровопускатель,pn_names
Veragha the Shadow,Верага Тень,pn_names
Verm the Burnin' Wurm,Верм Горящий Червь,pn_names
Vic the Iron,Вик Железный,pn_names
Vollym the Fierce,Воллим Свирепый,pn_names
Wiggin the Wicked,Виггин Злобный,pn_names
Yitfei the Light,Ифэй Светлый,pn_names
Yoonam the Intrepid,Юнам Бесстрашный,pn_names
Zirh the Venomous,Зир Ядовитый,pn_names
—Beigarth the Blacksmith,—Бейгарт Кузнец,pn_names
—Captain Magnus the Bloody-Handed,—Капитан Магнус Кровавые Руки,pn_names
—Ferghen the Tracker,—Ферген Следопыт,pn_names
/Tick,/Tick,pn_names
/back,/back,pn_names
/bless,/bless,pn_names
/brandish,/brandish,pn_names
/cancel,/cancel,pn_names
/crabdance,/crabdance,pn_names
/drink,/drink,pn_names
/escape,/escape,pn_names
/exit,/exit,pn_names
/flex,/flex,pn_names
/guild,/guild,pn_names
/heroic,/heroic,pn_names
/map,/map,pn_names
/paper,/paper,pn_names
/party,/party,pn_names
/possessed,/possessed,pn_names
/return,/return,pn_names
/rock,/rock,pn_names
/say,/say,pn_names
/scissors,/scissors,pn_names
/shiverplus,/shiverplus,pn_names
/shocked,/shocked,pn_names
/squad,/squad,pn_names
/stretch,/stretch,pn_names
/subgroup,/subgroup,pn_names
/team,/team,pn_names
/thumbsdown,/thumbsdown,pn_names
/thumbsup,/thumbsup,pn_names
/whisper,/whisper,pn_names
/whistle,/whistle,pn_names
Abaddon.,Абаддон.,pn_names
Aerin!,Аэрин!,pn_names
Ahai.,Ахай.,pn_names
Amini.,Амини.,pn_names
Anise!,Анис!,pn_names
Anise.,Анис.,pn_names
Ankka!,Анкка!,pn_names
Ankka—,Анкка—,pn_names
Apatia!,Апатия!,pn_names
Aurene!,Аурин!,pn_names
Aurene...,Аурин...,pn_names
Aurene?,Аурин?,pn_names
Aurene—,Аурин—,pn_names
Balthazar!,Бальтазар!,pn_names
Balthazar.,Бальтазар.,pn_names
Bangar.,Бангар.,pn_names
Bangar?,Бангар?,pn_names
Blish.,Блиш.,pn_names
Blish—,Блиш—,pn_names
Boticca!,Ботикка!,pn_names
Braham!,Брейхам!,pn_names
Braham...,Брейхам...,pn_names
Brimstone.,Жарокамень.,pn_names
Caithe!,Кейт!,pn_names
Caithe.,Кейт.,pn_names
Caithe...,Кейт...,pn_names
Caithe—,Кейт—,pn_names
Canach!,Канах!,pn_names
Canach?,Канах?,pn_names
Chak?,Чак?,pn_names
Charr.,Чарр.,pn_names
Corvus.,Корвус.,pn_names
Crecia?,Кресия?,pn_names
Cuicani.,Куикани.,pn_names
Dagda...,Дагда...,pn_names
Demmi!,Демми!,pn_names
Dhuum.,Дуум.,pn_names
Dominion!,Доминион!,pn_names
Drakkar!,Драккар!,pn_names
Dunkoro.,Дункоро.,pn_names
Dwayna!,Двейна!,pn_names
Eir!,Эйр!,pn_names
Eparch!,Эпарх!,pn_names
Erran!,Эрран!,pn_names
Faolain!,Фаолайн!,pn_names
Gareth?,Гарет?,pn_names
Gladium.,Гладиум.,pn_names
Glint!,Глинт!,pn_names
Glint?,Глинт?,pn_names
Gorrik!,Горрик!,pn_names
Gorrik...,Горрик...,pn_names
Grawl?,Граул?,pn_names
Greer!,Грир!,pn_names
Grenth!,Грент!,pn_names
Hablion!,Хаблион!,pn_names
Hylek.,Хилек.,pn_names
Inquest.,Инквест.,pn_names
Inquest?,Инквест?,pn_names
Irja?,Ирья?,pn_names
Isgarren.,Исгаррен.,pn_names
Isgarren?,Исгаррен?,pn_names
Isgarren—,Исгаррен—,pn_names
Jhavi?,Джави?,pn_names
Joon?,Джун?,pn_names
Jormag.,Йормаг.,pn_names
Jory!,Джори!,pn_names
Jory?,Джори?,pn_names
Jotun?,Йотун?,pn_names
Kas?,Кас?,pn_names
Kasmeer!,Касмир!,pn_names
Kas—,Кас—,pn_names
Katterwik?,Каттервик?,pn_names
Kito.,Кито.,pn_names
Kobbi?,Кобби?,pn_names
Kormir!,Кормир!,pn_names
Koss!,Косс!,pn_names
Kossan.,Коссан.,pn_names
Koss—!,Косс—!,pn_names
Krait!,Крэйт!,pn_names
Kralkatorrik.,Кралькаторрик.,pn_names
Kralkatorrik?,Кралькаторрик?,pn_names
Kryptis.,Криптис.,pn_names
Kryptis?,Криптис?,pn_names
Kuunavang.,Куунаванг.,pn_names
Largos?,Ларгос?,pn_names
Linnea?,Линнеа?,pn_names
Livia?,Ливия?,pn_names
Livia—,Ливия—,pn_names
Logan!,Логан!,pn_names
Logan?,Логан?,pn_names
Ludo!,Лудо!,pn_names
Mabon!,Мабон!,pn_names
Mabon.,Мабон.,pn_names
Mai?,Май?,pn_names
Malchor?,Малхор?,pn_names
Marjory!,Марджори!,pn_names
Medic!,Медик!,pn_names
Melandru!,Меландру!,pn_names
Melonni.,Мелонни.,pn_names
Nahualli.,Нахуалли.,pn_names
Nayos.,Найос.,pn_names
Nicabar.,Никабар.,pn_names
Nika.,Ника.,pn_names
Ottilia?,Оттилия?,pn_names
Peitha.,Пейта.,pn_names
Poky.,Поки.,pn_names
Primordus.,Примордус.,pn_names
Primus.,Примус.,pn_names
Quaggan.,Квагган.,pn_names
Ranoah.,Раноа.,pn_names
Ren.,Рен.,pn_names
Ruinbringer.,Руинонос.,pn_names
Rytlock.,Ритлок.,pn_names
Rytlock?,Ритлок?,pn_names
Rytlock—,Ритлок—,pn_names
Scarlet?,Скарлет?,pn_names
Scragglebeard?,Скрагглборд?,pn_names
Scruffy.,Scruffy.,pn_names
Snaff...,Снафф...,pn_names
Snaff?,Снафф?,pn_names
Soo-Won.,Су-Вон.,pn_names
Sorrow.,Скорбь.,pn_names
Steelcatcher.,Сталелов.,pn_names
Tahlkora.,Талькора.,pn_names
Taimi!,Тайми!,pn_names
Taimi...,Тайми...,pn_names
Taimi?,Тайми?,pn_names
Tizlak!,Тизлак!,pn_names
Tlamatini.,Тламатини.,pn_names
Toxx?,Токсс?,pn_names
Ura.,Ура.,pn_names
Utumishi!,Утумиши!,pn_names
Verasha?,Вераша?,pn_names
Vishen.,Вишен.,pn_names
Vlast?,Власт?,pn_names
Vloxx!,Влокс!,pn_names
Yao.,Яо.,pn_names
Yeti?,Йети?,pn_names
Zizel?,Зизель?,pn_names
Zojja!,Зоджа!,pn_names
Zojja?,Зоджа?,pn_names
AETHERBLADES?,ЭФИРНЫЕ КЛИНКИ?,pn_names
Almorra?,Альморра?,pn_names
Ashford.,Эшфорд.,pn_names
BANGAR!,БАНГАР!,pn_names
Bennet...,Беннет...,pn_names
Brenner!,Бреннер!,pn_names
Cinder.,Синдер.,pn_names
Cooooo!,Ку-у-у-у!,pn_names
Cuatl?,Куатль?,pn_names
Dalnim...,Далним...,pn_names
Dawn?,Рассвет?,pn_names
Def-1250-power-up.,Def-1250: усиление.,pn_names
Dol...yak?,Доль...як?,pn_names
Ellen...,Эллен...,pn_names
Estelle!,Эстель!,pn_names
Frusto!,Фрусто!,pn_names
Gabriel?,Габриэль?,pn_names
Goremonger.,Кровожад.,pn_names
Hare?,Заяц?,pn_names
IRJA!,ИРЬЯ!,pn_names
Icebrood?,Ледяное отродье?,pn_names
Jor—mag!,Йор—маг!,pn_names
Kaaaazz!,Ка-а-а-азз!,pn_names
Katla?,Катла?,pn_names
Khan-Ur.,Хан-Ур.,pn_names
LOR-748?,LOR-748?,pn_names
Lieve!,Ливе!,pn_names
MORDREMOTH!,МОРДРЕМОТ!,pn_names
Menzies.,Мензис.,pn_names
PEITHA!,ПЕЙТА!,pn_names
ROX!,РОКС!,pn_names
RYLAND!,РАЙЛАНД!,pn_names
Rand!,Рэнд!,pn_names
Ry?,Рай?,pn_names
Ryland...,Райланд...,pn_names
Ryland—!,Райланд—!,pn_names
Shatterer!,Сокрушитель!,pn_names
Smashy?,Крушила?,pn_names
Smodur!,Смодур!,pn_names
Smodur—!,Смодур—!,pn_names
Sonno!,Сонно!,pn_names
Teyrna!,Тейрна!,pn_names
Troopmarshal?,Войсковой маршал?,pn_names
Urgoz?,Ургоз?,pn_names
Vowbreaker?,Клятвопреступник?,pn_names
Zantharon!,Зантарон!,pn_names
Zzzzzzzz...,Хр-р-р-р...,pn_names
Alt,Alt,pn_names
Backspace,Backspace,pn_names
Ctrl,Ctrl,pn_names
CSF-A,CSF-A,pn_names
CTF,CTF,pn_names
DERV,DERV,pn_names
EXPG,EXPG,pn_names
FXAA,FXAA,pn_names
GPU,GPU,pn_names
HAMR,HAMR,pn_names
HGH,HGH,pn_names
HealTest_DW,HealTest_DW,pn_names
II,II,pn_names
III,III,pn_names
IV,IV,pn_names
IX,IX,pn_names
Inquest.Info,Inquest.Info,pn_names
JcE,JcE,pn_names
Jp,Jp,pn_names
KILL_GOLD_PERCENT,KILL_GOLD_PERCENT,pn_names
M-PEC,M-PEC,pn_names
BOT-LER,BOT-LER,pn_names
KiLL-BOT900,KiLL-BOT900,pn_names
Chs,Chs,pn_names
Cht,Cht,pn_names
Aatxe,Аатше,pn_names
Abstraction,Абстракция,pn_names
Ahgi,Аги,pn_names
Akili,Акили,pn_names
Amadi,Амади,pn_names
Amar,Амар,pn_names
Angelan,Анджелан,pn_names
Asthenes,Астенес,pn_names
Australis,Аустралис,pn_names
Barrosh,Баррош,pn_names
Berg,Берг,pn_names
Bleepdoop,Блипдуп,pn_names
Blipp,Блипп,pn_names
Bloodscale,Кровочешуй,pn_names
Bo,Бо,pn_names
Bogfang,Болотоклык,pn_names
Borealis,Бореалис,pn_names
Brandstone,Клеймокамень,pn_names
Breann,Бреанн,pn_names
Brekkabek,Бреккабек,pn_names
Bronk,Бронк,pn_names
Brugh,Бруг,pn_names
Byanca,Бьянка,pn_names
Canni,Канни,pn_names
Caracotl,Каракотль,pn_names
Casimir,Казимир,pn_names
Charice,Чарис,pn_names
Charis,Харис,pn_names
Chitaritta,Читаритта,pn_names
Chitterogg,Читтерогг,pn_names
Chompers,Жевун,pn_names
Coleoptera,Колеоптера,pn_names
Cotoni,Котони,pn_names
Debbie,Дебби,pn_names
Demetra,Деметра,pn_names
Donala,Донала,pn_names
Drevidir,Древидир,pn_names
Drolgg,Дролгг,pn_names
Dunka,Дунка,pn_names
Edmund,Эдмунд,pn_names
Elienor,Элиенор,pn_names
Ellet,Эллет,pn_names
Emberclaw,Углекоготь,pn_names
Ensolyss,Энсолисс,pn_names
Eppie,Эппи,pn_names
Exiffa,Эксиффа,pn_names
Fa,Фа,pn_names
Farrah,Фарра,pn_names
Fen,Фен,pn_names
Fenn,Фенн,pn_names
Fisher,Фишер,pn_names
Fleshreaver,Плотерез,pn_names
Flinj,Флиндж,pn_names
Folamh,Фолам,pn_names
Forgal,Форгал,pn_names
Galea,Галея,pn_names
Gandara,Гандара,pn_names
Gargantula,Гаргантула,pn_names
Gelfa,Гельфа,pn_names
Gem,Джем,pn_names
Geode,Геод,pn_names
Gerrvid,Геррвид,pn_names
Grace,Грейс,pn_names
Gravelash,Гравехлыст,pn_names
Grit,Грит,pn_names
Hagna,Хагна,pn_names
Haze,Хейз,pn_names
Horologicus,Хорологикус,pn_names
Huetzi,Уэци,pn_names
Immutabilis,Иммутабилис,pn_names
Indri,Индри,pn_names
Janin,Джанин,pn_names
Jarlanth,Джарлант,pn_names
Jul,Джул,pn_names
Ka-Braham,Ка-Брейхам,pn_names
Karka,Карка,pn_names
Katta,Катта,pn_names
Ketsurak,Кетсурак,pn_names
Kole,Коул,pn_names
Koris,Корис,pn_names
Kristun,Кристун,pn_names
Krunko,Крунко,pn_names
Laurel,Лорел,pn_names
Lightfoot,Легконог,pn_names
Loffa,Лоффа,pn_names
Longshanks,Длинноног,pn_names
Machete,Мачете,pn_names
Maggie,Мэгги,pn_names
Malik,Малик,pn_names
Megadestroyer,Мегаразрушитель,pn_names
Merkessa,Меркесса,pn_names
Meztli,Мецтли,pn_names
Michin,Мичин,pn_names
Mikla,Микла,pn_names
Miley,Майли,pn_names
Min-Ji,Мин-Джи,pn_names
NULL,NULL,pn_names
TEMP,TEMP,pn_names
PM,PM,pn_names
PTM,PTM,pn_names
QJ,QJ,pn_names
RGB,RGB,pn_names
SAB,SAB,pn_names
UI,UI,pn_names
VI,VI,pn_names
VII,VII,pn_names
VIII,VIII,pn_names
XI,XI,pn_names
XII,XII,pn_names
XIII,XIII,pn_names
XP,XP,pn_names
xp,xp,pn_names
TeamControl,TeamControl,pn_names
UserTourn,UserTourn,pn_names
ResShrine,ResShrine,pn_names
RangedAttackTest_DW,RangedAttackTest_DW,pn_names
OriCat,OriCat,pn_names
PvE,PvE,pn_names
PvP,PvP,pn_names
WvW,WvW,pn_names
WVW_MAX_SUPPLY,WVW_MAX_SUPPLY,pn_names
WVW_PVE_DEFENSE,WVW_PVE_DEFENSE,pn_names
WVW_PVE_POWER,WVW_PVE_POWER,pn_names
[null],[null],pn_names
[topic-f],[topic-f],pn_names
[topic-m],[topic-m],pn_names
gw2,gw2,pn_names
k1km3,k1km3,pn_names
sjw,sjw,pn_names
Th,Th,pn_names
Re,Re,pn_names
NCsoft,NCsoft,pn_names
Fangamer,Fangamer,pn_names
SERV-O,SERV-O,pn_names
[lbracket]A[rbracket],[lbracket]A[rbracket],pn_names
[lbracket]BBL[rbracket],[lbracket]BBL[rbracket],pn_names
[lbracket]B[rbracket],[lbracket]B[rbracket],pn_names
[lbracket]C[rbracket],[lbracket]C[rbracket],pn_names
[lbracket]EBG[rbracket],[lbracket]EBG[rbracket],pn_names
[lbracket]G1[rbracket],[lbracket]G1[rbracket],pn_names
[lbracket]G2[rbracket],[lbracket]G2[rbracket],pn_names
[lbracket]G3[rbracket],[lbracket]G3[rbracket],pn_names
[lbracket]G4[rbracket],[lbracket]G4[rbracket],pn_names
[lbracket]G5[rbracket],[lbracket]G5[rbracket],pn_names
[lbracket]G6[rbracket],[lbracket]G6[rbracket],pn_names
[lbracket]GBL[rbracket],[lbracket]GBL[rbracket],pn_names
[lbracket]G[rbracket],[lbracket]G[rbracket],pn_names
[lbracket]LB[rbracket],[lbracket]LB[rbracket],pn_names
[lbracket]LT[rbracket],[lbracket]LT[rbracket],pn_names
[lbracket]P[rbracket],[lbracket]P[rbracket],pn_names
[lbracket]PvE[rbracket],[lbracket]PvE[rbracket],pn_names
[lbracket]PvP[rbracket],[lbracket]PvP[rbracket],pn_names
[lbracket]RBL[rbracket],[lbracket]RBL[rbracket],pn_names
[lbracket]RB[rbracket],[lbracket]RB[rbracket],pn_names
[lbracket]RT[rbracket],[lbracket]RT[rbracket],pn_names
[lbracket]SG[rbracket],[lbracket]SG[rbracket],pn_names
[lbracket]S[rbracket],[lbracket]S[rbracket],pn_names
[lbracket]T[rbracket],[lbracket]T[rbracket],pn_names
[lbracket]W[rbracket],[lbracket]W[rbracket],pn_names
[lbracket]X[rbracket],[lbracket]X[rbracket],pn_names
[lbracket]Y[rbracket],[lbracket]Y[rbracket],pn_names
[lbracket]WvW[rbracket],[lbracket]WvW[rbracket],pn_names
Myrtus,Миртус,pn_names
Nattus,Наттус,pn_names
Nia,Ниа,pn_names
Nochtli,Ночтли,pn_names
Noxia,Ноксия,pn_names
Oakenscorn,Оукенскорн,pn_names
Okamuk,Окамук,pn_names
Okoro,Окоро,pn_names
Pellrek,Пеллрек,pn_names
Pepperseed,Перчинка,pn_names
Pisti,Писти,pn_names
Pixti,Пиксти,pn_names
Pochtecatl,Почтекатль,pn_names
Porgar,Поргар,pn_names
Pyroxis,Пироксис,pn_names
Qabb,Кабб,pn_names
Quietus,Квиетус,pn_names
Ramsy,Рэмси,pn_names
Razorwing,Бритвокрыл,pn_names
Rikker,Риккер,pn_names
Rimtooth,Инеезуб,pn_names
Robbari,Роббари,pn_names
Rupek,Рупек,pn_names
"Sabil,","Сабиль,",pn_names
Serene,Серена,pn_names
Sharptail,Острохвост,pn_names
Shau,Шау,pn_names
Slishaa,Слишаа,pn_names
Smashy,Крушила,pn_names
Smolderjaw,Тлеющая Челюсть,pn_names
Smooshatron,Смушатрон,pn_names
Snipe,Снайп,pn_names
Snowball,Снежок,pn_names
Snowblind,Снегослеп,pn_names
Snowstorm,Метель,pn_names
Spike,Шип,pn_names
Spleecta,Спликта,pn_names
Splort,Сплорт,pn_names
Springhearted,Весеннее Сердце,pn_names
Squik,Сквик,pn_names
Starcaller,Звездозов,pn_names
Steelbeak,Сталеклюв,pn_names
Suwash,Суваш,pn_names
Talaith,Талаит,pn_names
Tarkkakt,Тарккакт,pn_names
Tasa,Таса,pn_names
Tenrat,Тенрат,pn_names
Thundernation,Громонация,pn_names
Tippi,Типпи,pn_names
Tirabikkr,Тирабиккр,pn_names
Tomas,Томас,pn_names
Toral,Торал,pn_names
Tosun,Тосун,pn_names
Trouble,Беда,pn_names
Trunt,Трунт,pn_names
Twelverat,Двенадцатикрыс,pn_names
Ulfred,Ульфред,pn_names
Utcua,Уткуа,pn_names
Vastra,Вастра,pn_names
Vendrimor,Вендримор,pn_names
Vengeance,Возмездие,pn_names
Venomspinner,Ядопряд,pn_names
Vermignus,Вермигнус,pn_names
Veronica,Вероника,pn_names
Vincent,Винсент,pn_names
Vittae,Виттаэ,pn_names
Willoo,Виллу,pn_names
Wrathbringer,Гневоносец,pn_names
Xank,Ксанк,pn_names
Xiuhcoatl,Шиукоатль,pn_names
Xolotl,Шолотль,pn_names
Ydalir,Идалир,pn_names
Yggdrasil,Иггдрасиль,pn_names
Yumug,Юмуг,pn_names
Zane,Зейн,pn_names
Zinga,Зинга,pn_names
Zoydd,Зойдд,pn_names
Zunn,Зунн,pn_names
—Aksim,—Аксим,pn_names
—Dagonet,—Дагонет,pn_names
—Eir,—Эйр,pn_names
—Frode,—Фроде,pn_names
—Gorrik,—Горрик,pn_names
—Jhavi,—Джави,pn_names
—Kasmeer,—Касмир,pn_names
—Kiel,—Кил,pn_names
—Kito,—Кито,pn_names
—Lawson,—Лоусон,pn_names
—Logan,—Логан,pn_names
—Marjory,—Марджори,pn_names
—QJ,—QJ,pn_names
—Rama,—Рама,pn_names
—Rytlock,—Ритлок,pn_names
—Sieran,—Сиеран,pn_names
—Skarti,—Скарти,pn_names
—Taimi,—Тайми,pn_names
—Trahearne,—Трахёрн,pn_names
—Zalambur,—Заламбур,pn_names
—Braham,—Брейхам,pn_names
—Caithe,—Кейт,pn_names
"""Deputy"" Brooke",«Помощница» Брук,pn_names
...Mad King Says!,...Безумный король говорит!,pn_names
032 Dusk XIIV,032 Сумрак XIIV,pn_names
403 Frost 0IIX,403 Мороз 0IIX,pn_names
543 Bloom X011,543 Цветение X011,pn_names
1. Desperate Medicine,1. Отчаянная медицина,pn_names
1. Explosive Intellect,1. Взрывной интеллект,pn_names
1. Molten Furnace,1. Расплавленная печь,pn_names
1. Political Homicide,1. Политическое убийство,pn_names
1. The Apothecary,1. Аптекарь,pn_names
1. The Informant,1. Осведомитель,pn_names
2. Beta Test,2. Бета-тест,pn_names
2. Darkrime Delves,2. Копи Тёмного Инея,pn_names
2. First Attack,2. Первая атака,pn_names
2. Forging Steel,2. Ковка стали,pn_names
2. Industrial Espionage,2. Промышленный шпионаж,pn_names
2. Split Second,2. Доля секунды,pn_names
2. The Ringmaster,2. Распорядитель арены,pn_names
3. Mortus Virge,3. Мортус Вирж,pn_names
3. Triskell Quay,3. Причал Трискелл,pn_names
4. Killer Instinct,4. Инстинкт убийцы,pn_names
4. Minister's Defense,4. Защита министра,pn_names
4. Stealing Secrets,4. Кража секретов,pn_names
4. Tower of Nightmares,4. Башня Кошмаров,pn_names
5. Dragonstorm,5. Драконья буря,pn_names
5. Evacuation,5. Эвакуация,pn_names
5. Frozen Tide,5. Замёрзший прилив,pn_names
5. Rat-Tastrophe,5. Крысострофа,pn_names
6. Defense Contract,6. Оборонный контракт,pn_names
6. Magic Sucks,6. Магия — отстой,pn_names
8. Arcana Obscura,8. Аркана Обскура,pn_names
Admiral Taidha Covington,Адмирал Тайда Ковингтон,pn_names
Agent Arwyna,Агент Арвина,pn_names
Agent Carver,Агент Карвер,pn_names
Agent Raia,Агент Райя,pn_names
Agent Rexx,Агент Рекс,pn_names
Agent Scrybe,Агент Скрайб,pn_names
Agent Xinn,Агент Ксинн,pn_names
Alchemist Briella,Алхимик Бриэлла,pn_names
Allied Saboteur,Союзный диверсант,pn_names
Almorra? Jhavi?,Альморра? Джави?,pn_names
Amber Great Jungle Wurm,Янтарный великий червь джунглей,pn_names
Ancient Devourer,Древний пожиратель,pn_names
Ancient Shark,Древняя акула,pn_names
"Ander ""Wildman"" Westward",Андер «Дикарь» Вествард,pn_names
Archon Iberu,Архонт Иберу,pn_names
Armsman Pitney,Оружейник Питни,pn_names
Asgeir? Asgeir Dragonrender?,Асгейр? Асгейр Драконотерзатель?,pn_names
Ash Horizon,Пепельный горизонт,pn_names
Ash Legion?,Пепельный легион?,pn_names
Assistant Marpi,Ассистент Марпи,pn_names
Augury Rock.,Скала Предзнаменований.,pn_names
Aural Sequencer 1,Звуковой секвенсор 1,pn_names
Aural Sequencer 2,Звуковой секвенсор 2,pn_names
Avatar of Gluttony,Аватар Чревоугодия,pn_names
Awakened Inspector,Пробуждённый инспектор,pn_names
Awakened Siege Gate,Пробуждённые осадные врата,pn_names
Awakened Wanderer,Пробуждённый странник,pn_names
Axemaster Gwyllion,Мастер топоров Гвиллион,pn_names
Azalus Poisontongue,Азалус Ядоязык,pn_names
BAT 9929,BAT 9929,pn_names
BUY-2046 PFR,BUY-2046 PFR,pn_names
Ballistician Dexa,Баллистик Декса,pn_names
Bangar Ruinbringer.,Бангар Руинонос.,pn_names
Barbed Vale,Шипастая Долина,pn_names
Baron Wurmsworth,Барон Вурмсворт,pn_names
Baroness Jasmina,Баронесса Жасмина,pn_names
Smite Condition,Кара состояний,pn_names
Sneak Attack,Скрытная атака,pn_names
Solar Flare,Солнечная вспышка,pn_names
Solar Fury,Солнечная ярость,pn_names
Vampiric Infection,Вампирическая инфекция,pn_names
Vengeful Hammers,Мстительные молоты,pn_names
Zealot's Flame,Пламя фанатика,pn_names
Charged Mists,Заряженные Туманы,pn_names
Sniper's Cover,Укрытие снайпера,pn_names
Zealot's Defense,Защита фанатика,pn_names
Zealot's Embrace,Объятия фанатика,pn_names
Zealot's Fire,Огонь фанатика,pn_names
Zealot's Flurry,Шквал фанатика,pn_names
Zealous Benediction,Фанатичное благословение,pn_names
Smoke Assault,Дымовой натиск,pn_names
Smoke Bomb Radius,Радиус дымовой бомбы,pn_names
Smoke Cloud,Дымовое облако,pn_names
Smoke Screen,Дымовая завеса,pn_names
Smoke Screen Duration,Длительность дымовой завесы,pn_names
Smoke Trail,Дымовой след,pn_names
Smoke Vent,Выброс дыма,pn_names
Sneak Gyro,Скрытный гироскоп,pn_names
Solar Beam,Солнечный луч,pn_names
Solar Blast,Солнечный взрыв,pn_names
Solar Bolt,Солнечная стрела,pn_names
Solar Cyclone,Солнечный циклон,pn_names
Solar Discharge,Солнечный разряд,pn_names
Solar Stomp,Солнечный топот,pn_names
Solar Storm,Солнечная буря,pn_names
Vapor Blade,Паровой клинок,pn_names
Vapor Form,Форма пара,pn_names
Vapor Jet,Струя пара,pn_names
Vapor Rush,Паровой рывок,pn_names
Vaporous Strike,Паровой удар,pn_names
Vengeance Duration,Длительность Возмездия,pn_names
Vengeful Aura,Мстительная аура,pn_names
Vengeful Blast,Мстительный взрыв,pn_names
Vengeful Strike,Мстительный удар,pn_names
Vampiric Mark,Вампирическая метка,pn_names
Vampiric Slash,Вампирический разрез,pn_names
Abyss Rift,Разлом Бездны,pn_names
Abyssal Blitz,Натиск Бездны,pn_names
Abyssal Blot,Пятно Бездны,pn_names
Abyssal Fire,Огонь Бездны,pn_names
Abyssal Force,Сила Бездны,pn_names
Abyssal Raze,Опустошение Бездны,pn_names
Abyssal Strike,Удар Бездны,pn_names
Aberrant Will,Искажённая воля,pn_names
Absolute Zero,Абсолютный ноль,pn_names
Acerbic Cut,Едкий разрез,pn_names
Acid Bomb,Кислотная бомба,pn_names
Acid Spray,Кислотные брызги,pn_names
Smoldering Arrow,Тлеющая стрела,pn_names
Snap Pull,Резкое притягивание,pn_names
Sodden Swath,Промокшая полоса,pn_names
Soldier's Aura,Аура солдата,pn_names
Solid State,Твёрдое состояние,pn_names
Valiant Leap,Доблестный прыжок,pn_names
Valorous Stance,Отважная стойка,pn_names
Celestial Shadow,Небесная тень,pn_names
Chaotic Interruption,Хаотическое прерывание,pn_names
Chaotic Persistence,Хаотическое упорство,pn_names
Chaotic Potency,Хаотическая сила,pn_names
Chaotic Transference,Хаотический перенос,pn_names
Cry of Pain,Крик боли,pn_names
Crystal Configuration: Eclipse,Кристальная конфигурация: Затмение,pn_names
Crystal Configuration: Storm,Кристальная конфигурация: Буря,pn_names
Crystal Configuration: Zephyr,Кристальная конфигурация: Зефир,pn_names
Crystal Harbinger,Кристальный предвестник,pn_names
Cultivated Synergy,Взращённая синергия,pn_names
Cyclone Bow Pierces,Лук-циклон пробивает,pn_names
/query custodial golem status,/запрос: статус голема-уборщика,pn_names
/query fire golem status,/запрос: статус огненного голема,pn_names
/return to main menu,/возврат в главное меню,pn_names
Ad Infinitum,Ad Infinitum,pn_names
Aeronautics! Aeronautics!,Аэронавтика! Аэронавтика!,pn_names
Ardent Gale,Пылкий шквал,pn_names
Azure Windfall,Лазурная удача,pn_names
